time_step,month,day_type,hour,minutes,passengers_from_trains_15min,background_pedestrians_15min,passengers_expected_15min,people_detected,arriving_trains,departing_trains,minutes_to_next_train,available
28857,10,2,15,15,87.4000,25.1200,112.5200,1,2,2,3,1
28858,10,2,15,30,64.5000,25.1600,89.6600,1,3,3,9,1
28859,10,2,15,45,29.0000,29.1900,58.1900,1,2,2,2,1
28860,10,2,16,0,94.5000,29.2600,123.7600,1,1,1,4,1
28861,10,2,16,15,25.7000,29.9700,55.6700,1,3,3,1,1
28862,10,2,16,30,27.9000,29.0500,56.9500,1,1,1,12,1
28863,10,2,16,45,58.8000,21.9900,80.7900,1,1,1,3,1
28864,10,2,17,0,66.1000,30.7700,96.8700,1,2,2,2,1
28865,10,2,17,15,91.4300,39.4600,130.8900,1,2,2,3,1
28866,10,2,17,30,64.7000,24.7200,89.4200,1,3,3,4,1
28867,10,2,17,45,34.2000,36.5400,70.7400,1,2,2,2,1
28868,10,2,18,0,103.2000,41.7900,144.9900,1,1,1,9,1
28869,10,2,18,15,98.8000,47.9200,146.7200,1,3,3,2,1
28870,10,2,18,30,99.2000,45.1600,144.3600,1,3,3,4,1
28871,10,2,18,45,140.6000,38.2700,178.8700,1,3,3,3,1
28872,10,2,19,0,39.3000,40.2100,79.5100,1,4,4,4,1
28873,10,2,19,15,175.3800,41.4700,216.8500,1,1,1,4,1
28874,10,2,19,30,106.6000,48.9200,155.5200,1,5,5,4,1
28875,10,2,19,45,105.0000,29.4600,134.4600,1,3,3,3,1
28876,10,2,20,0,64.5500,38.3900,102.9400,1,3,3,6,1
28877,10,2,20,15,148.2000,32.5300,180.7300,1,2,2,3,1
28878,10,2,20,30,65.1000,38.5700,103.6700,1,5,5,2,1
28879,10,2,20,45,63.6000,39.4400,103.0400,1,2,2,3,1
28880,10,2,21,0,70.1000,20.6400,90.7400,1,2,2,4,1
28881,10,2,21,15,76.4000,26.5600,102.9600,1,3,3,3,1
28882,10,2,21,30,55.0000,28.1400,83.1400,1,3,3,7,1
28883,10,2,21,45,27.8000,27.8600,55.6600,1,2,2,2,1
28884,10,2,22,0,54.0000,19.6300,73.6300,1,1,1,12,1
28885,10,2,22,15,55.3000,16.3400,71.6400,1,2,2,5,1
28886,10,2,22,30,30.4000,16.7900,47.1900,1,2,2,1,1
28887,10,2,22,45,25.0000,15.8700,40.8700,1,1,1,3,1
28888,10,2,23,0,25.3000,16.2500,41.5500,1,1,1,12,1
28889,10,2,23,15,94.8000,14.7400,109.5400,1,1,1,7,1
28890,10,2,23,30,26.0000,14.8800,40.8800,1,4,4,1,1
28891,10,2,23,45,0.0000,11.1600,11.1600,1,1,1,2,1
28892,10,2,24,0,47.2000,8.9500,56.1500,1,0,0,22,1
28893,10,2,24,15,77.3000,9.8600,87.1600,1,2,2,7,1
28894,10,2,24,30,80.4000,6.5100,86.9100,1,3,3,1,1
28895,10,2,24,45,0.0000,8.2800,8.2800,1,3,3,3,1
28896,10,3,1,0,24.8000,3.8200,28.6200,1,0,0,17,1
28897,10,3,1,15,0.0000,4.6800,4.6800,1,1,1,2,1
28898,10,3,1,30,0.0000,4.3200,4.3200,1,0,0,33,1
28899,10,3,1,45,46.2000,5.2900,51.4900,1,0,0,18,1
28900,10,3,2,0,0.0000,1.0300,1.0300,1,2,2,3,1
28901,10,3,2,15,0.0000,1.1900,1.1900,1,0,0,240,1
28902,10,3,2,30,0.0000,0.9900,0.9900,1,0,0,232,1
28903,10,3,2,45,0.0000,1.0500,1.0500,1,0,0,217,1
28904,10,3,3,0,0.0000,0.0000,0.0000,0,0,0,202,1
28905,10,3,3,15,0.0000,0.0000,0.0000,0,0,0,187,1
28906,10,3,3,30,0.0000,0.0000,0.0000,0,0,0,172,1
28907,10,3,3,45,0.0000,0.0000,0.0000,0,0,0,157,1
28908,10,3,4,0,0.0000,0.0000,0.0000,0,0,0,142,1
28909,10,3,4,15,0.0000,0.0000,0.0000,0,0,0,127,1
28910,10,3,4,30,0.0000,0.0000,0.0000,0,0,0,112,1
28911,10,3,4,45,0.0000,0.0000,0.0000,0,0,0,97,1
28912,10,3,5,0,0.0000,0.0000,0.0000,0,0,0,82,1
28913,10,3,5,15,0.0000,0.0000,0.0000,0,0,0,67,1
28914,10,3,5,30,0.0000,0.0000,0.0000,0,0,0,52,1
28915,10,3,5,45,0.0000,0.0000,0.0000,0,0,0,37,1
28916,10,3,6,0,55.4000,13.5300,68.9300,1,0,0,22,1
28917,10,3,6,15,0.0000,11.8600,11.8600,1,2,2,7,1
28918,10,3,6,30,29.6000,15.0600,44.6600,1,0,0,18,1
28919,10,3,6,45,27.9000,13.2500,41.1500,1,1,1,3,1
28920,10,3,7,0,70.3000,19.3400,89.6400,1,1,1,12,1
28921,10,3,7,15,105.5000,22.1000,127.6000,1,2,2,6,1
28922,10,3,7,30,187.5000,19.3000,206.8000,1,3,3,3,1
28923,10,3,7,45,34.1000,20.9200,55.0200,1,5,5,2,1
28924,10,3,8,0,109.6000,41.4600,151.0600,1,1,1,12,1
28925,10,3,8,15,147.1000,43.0600,190.1600,1,3,3,3,1
28926,10,3,8,30,174.6000,38.7400,213.3400,1,4,4,4,1
28927,10,3,8,45,112.0000,33.2800,145.2800,1,5,5,3,1
28928,10,3,9,0,100.8000,44.9300,145.7300,1,3,3,2,1
28929,10,3,9,15,145.2000,47.1100,192.3100,1,3,3,2,1
28930,10,3,9,30,137.4000,29.9300,167.3300,1,4,4,4,1
28931,10,3,9,45,72.9000,43.2400,116.1400,1,4,4,3,1
28932,10,3,10,0,107.6000,31.5700,139.1700,1,2,2,7,1
28933,10,3,10,15,103.5000,37.1500,140.6500,1,3,3,2,1
28934,10,3,10,30,62.3000,34.3800,96.6800,1,3,3,7,1
28935,10,3,10,45,65.9000,34.8600,100.7600,1,2,2,2,1
28936,10,3,11,0,30.5000,25.5100,56.0100,1,2,2,7,1
28937,10,3,11,15,93.0000,27.5100,120.5100,1,1,1,12,1
28938,10,3,11,30,90.9000,31.3900,122.2900,1,3,3,9,1
28939,10,3,11,45,61.1000,27.2300,88.3300,1,3,3,7,1
28940,10,3,12,0,54.7000,28.2200,82.9200,1,2,2,4,1
28941,10,3,12,15,58.9000,21.1600,80.0600,1,2,2,3,1
28942,10,3,12,30,34.4000,27.2200,61.6200,1,2,2,9,1
28943,10,3,12,45,61.8000,19.2000,81.0000,1,1,1,8,1
28944,10,3,13,0,64.3000,27.6800,91.9800,1,2,2,2,1
28945,10,3,13,15,127.8000,30.2900,158.0900,1,2,2,3,1
28946,10,3,13,30,98.7000,33.4500,132.1500,1,4,4,4,1
28947,10,3,13,45,35.5000,25.5000,61.0000,1,3,3,2,1
28948,10,3,14,0,96.2000,31.6800,127.8800,1,1,1,4,1
28949,10,3,14,15,30.7000,36.6100,67.3100,1,3,3,1,1
28950,10,3,14,30,121.4000,27.1200,148.5200,1,1,1,12,1
28951,10,3,14,45,53.7000,23.0400,76.7400,1,4,4,2,1
28952,10,3,15,0,55.7000,28.7000,84.4000,1,2,2,2,1
28953,10,3,15,15,87.6000,22.5800,110.1800,1,2,2,3,1
28954,10,3,15,30,57.3000,24.1200,81.4200,1,3,3,9,1
28955,10,3,15,45,30.8000,31.3100,62.1100,1,2,2,2,1
28956,10,3,16,0,87.6000,35.2400,122.8400,1,1,1,4,1
28957,10,3,16,15,29.9000,23.3700,53.2700,1,3,3,1,1
28958,10,3,16,30,29.5000,24.4600,53.9600,1,1,1,12,1
28959,10,3,16,45,58.5000,25.6900,84.1900,1,1,1,3,1
28960,10,3,17,0,58.9000,32.1200,91.0200,1,2,2,2,1
28961,10,3,17,15,91.6700,45.1500,136.8200,1,2,2,3,1
28962,10,3,17,30,55.7000,32.2100,87.9100,1,3,3,4,1
28963,10,3,17,45,30.8000,32.9600,63.7600,1,2,2,2,1
28964,10,3,18,0,106.7000,52.8000,159.5000,1,1,1,9,1
28965,10,3,18,15,109.9000,46.1800,156.0800,1,3,3,2,1
28966,10,3,18,30,104.2000,48.7900,152.9900,1,3,3,4,1
28967,10,3,18,45,140.3000,36.7200,177.0200,1,3,3,3,1
28968,10,3,19,0,38.7000,41.4200,80.1200,1,4,4,4,1
28969,10,3,19,15,176.9800,37.9800,214.9600,1,1,1,4,1
28970,10,3,19,30,101.3000,50.4100,151.7100,1,5,5,4,1
28971,10,3,19,45,87.9000,53.2700,141.1700,1,3,3,3,1
28972,10,3,20,0,63.1000,34.1300,97.2300,1,3,3,6,1
28973,10,3,20,15,182.0000,35.4500,217.4500,1,2,2,3,1
28974,10,3,20,30,61.6000,35.7000,97.3000,1,5,5,2,1
28975,10,3,20,45,71.0000,28.8000,99.8000,1,2,2,3,1
28976,10,3,21,0,73.5000,24.7200,98.2200,1,2,2,4,1
28977,10,3,21,15,83.7000,30.6900,114.3900,1,3,3,3,1
28978,10,3,21,30,50.3000,23.8900,74.1900,1,3,3,7,1
28979,10,3,21,45,25.7000,27.8800,53.5800,1,2,2,2,1
28980,10,3,22,0,45.5000,16.0800,61.5800,1,1,1,12,1
28981,10,3,22,15,54.2000,19.5700,73.7700,1,2,2,5,1
28982,10,3,22,30,27.8000,18.3100,46.1100,1,2,2,1,1
28983,10,3,22,45,23.8000,16.3300,40.1300,1,1,1,3,1
28984,10,3,23,0,23.7000,16.7800,40.4800,1,1,1,12,1
28985,10,3,23,15,97.0000,16.9000,113.9000,1,1,1,7,1
28986,10,3,23,30,24.4000,12.8200,37.2200,1,4,4,1,1
28987,10,3,23,45,0.0000,14.5100,14.5100,1,1,1,2,1
28988,10,3,24,0,52.5000,9.0600,61.5600,1,0,0,22,1
28989,10,3,24,15,71.9000,6.5500,78.4500,1,2,2,7,1
28990,10,3,24,30,76.2000,7.1100,83.3100,1,3,3,1,1
28991,10,3,24,45,0.0000,10.7400,10.7400,1,3,3,3,1
28992,10,4,1,0,25.3000,4.2000,29.5000,1,0,0,17,1
28993,10,4,1,15,0.0000,5.9400,5.9400,1,1,1,2,1
28994,10,4,1,30,0.0000,3.9900,3.9900,1,0,0,33,1
28995,10,4,1,45,48.6000,5.4900,54.0900,1,0,0,18,1
28996,10,4,2,0,0.0000,0.9500,0.9500,1,2,2,3,1
28997,10,4,2,15,0.0000,0.9700,0.9700,1,0,0,240,1
28998,10,4,2,30,0.0000,1.2800,1.2800,1,0,0,232,1
28999,10,4,2,45,0.0000,0.8100,0.8100,1,0,0,217,1
29000,10,4,3,0,0.0000,0.0000,0.0000,0,0,0,202,1
29001,10,4,3,15,0.0000,0.0000,0.0000,0,0,0,187,1
29002,10,4,3,30,0.0000,0.0000,0.0000,0,0,0,172,1
29003,10,4,3,45,0.0000,0.0000,0.0000,0,0,0,157,1
29004,10,4,4,0,0.0000,0.0000,0.0000,0,0,0,142,1
29005,10,4,4,15,0.0000,0.0000,0.0000,0,0,0,127,1
29006,10,4,4,30,0.0000,0.0000,0.0000,0,0,0,112,1
29007,10,4,4,45,0.0000,0.0000,0.0000,0,0,0,97,1
29008,10,4,5,0,0.0000,0.0000,0.0000,0,0,0,82,1
29009,10,4,5,15,0.0000,0.0000,0.0000,0,0,0,67,1
29010,10,4,5,30,0.0000,0.0000,0.0000,0,0,0,52,1
29011,10,4,5,45,0.0000,0.0000,0.0000,0,0,0,37,1
29012,10,4,6,0,52.6000,13.2000,65.8000,1,0,0,22,1
29013,10,4,6,15,0.0000,11.9100,11.9100,1,2,2,7,1
29014,10,4,6,30,23.8000,11.8200,35.6200,1,0,0,18,1
29015,10,4,6,45,28.2000,10.7800,38.9800,1,1,1,3,1
29016,10,4,7,0,79.5000,24.9500,104.4500,1,1,1,12,1
29017,10,4,7,15,105.0000,21.2800,126.2800,1,2,2,6,1
29018,10,4,7,30,199.0000,19.9000,218.9000,1,3,3,3,1
29019,10,4,7,45,30.1000,18.1600,48.2600,1,5,5,2,1
29020,10,4,8,0,121.0000,39.7100,160.7100,1,1,1,12,1
29021,10,4,8,15,141.0000,34.6400,175.6400,1,3,3,3,1
29022,10,4,8,30,193.5000,26.1800,219.6800,1,4,4,4,1
29023,10,4,8,45,104.8000,30.7300,135.5300,1,5,5,3,1
29024,10,4,9,0,110.6000,41.0100,151.6100,1,3,3,2,1
29025,10,4,9,15,137.4000,41.1900,178.5900,1,3,3,2,1
29026,10,4,9,30,148.6000,40.9500,189.5500,1,4,4,4,1
29027,10,4,9,45,72.0000,40.0600,112.0600,1,4,4,3,1
29028,10,4,10,0,105.7000,25.3100,131.0100,1,2,2,7,1
29029,10,4,10,15,101.3000,28.2400,129.5400,1,3,3,2,1
29030,10,4,10,30,69.3000,38.2700,107.5700,1,3,3,7,1
29031,10,4,10,45,75.9000,37.5500,113.4500,1,2,2,2,1
29032,10,4,11,0,29.0000,29.8800,58.8800,1,2,2,7,1
29033,10,4,11,15,93.6000,29.5200,123.1200,1,1,1,12,1
29034,10,4,11,30,95.2000,31.2300,126.4300,1,3,3,9,1
29035,10,4,11,45,61.5000,22.8800,84.3800,1,3,3,7,1
29036,10,4,12,0,61.8000,27.6400,89.4400,1,2,2,4,1
29037,10,4,12,15,59.7000,22.8800,82.5800,1,2,2,3,1
29038,10,4,12,30,31.8000,22.9500,54.7500,1,2,2,9,1
29039,10,4,12,45,60.7000,29.0200,89.7200,1,1,1,8,1
29040,10,4,13,0,62.1000,34.2600,96.3600,1,2,2,2,1
29041,10,4,13,15,125.0000,29.1300,154.1300,1,2,2,3,1
29042,10,4,13,30,100.1000,37.4200,137.5200,1,4,4,4,1
29043,10,4,13,45,34.9000,30.9500,65.8500,1,3,3,2,1
29044,10,4,14,0,91.0000,26.5000,117.5000,1,1,1,4,1
29045,10,4,14,15,33.5000,25.1100,58.6100,1,3,3,1,1
29046,10,4,14,30,130.6000,34.5800,165.1800,1,1,1,12,1
29047,10,4,14,45,59.9000,30.5800,90.4800,1,4,4,2,1
29048,10,4,15,0,63.0000,30.2900,93.2900,1,2,2,2,1
29049,10,4,15,15,93.8000,16.5400,110.3400,1,2,2,3,1
29050,10,4,15,30,55.9000,28.5100,84.4100,1,3,3,9,1
29051,10,4,15,45,28.6000,25.3900,53.9900,1,2,2,2,1
29052,10,4,16,0,91.0000,21.7500,112.7500,1,1,1,4,1
29053,10,4,16,15,30.7000,27.2400,57.9400,1,3,3,1,1
29054,10,4,16,30,28.8000,32.0000,60.8000,1,1,1,12,1
29055,10,4,16,45,62.6000,36.8500,99.4500,1,1,1,3,1
29056,10,4,17,0,63.1000,36.2700,99.3700,1,2,2,2,1
29057,10,4,17,15,92.3000,31.2800,123.5800,1,2,2,3,1
29058,10,4,17,30,57.9000,30.9600,88.8600,1,3,3,4,1
29059,10,4,17,45,30.7000,40.0600,70.7600,1,2,2,2,1
29060,10,4,18,0,104.6000,36.1400,140.7400,1,1,1,9,1
29061,10,4,18,15,107.5700,46.4700,154.0400,1,3,3,2,1
29062,10,4,18,30,107.1000,44.3700,151.4700,1,3,3,4,1
29063,10,4,18,45,135.1000,43.6700,178.7700,1,3,3,3,1
29064,10,4,19,0,33.2000,34.4200,67.6200,1,4,4,4,1
29065,10,4,19,15,156.1200,42.5900,198.7100,1,1,1,4,1
29066,10,4,19,30,111.6000,35.1600,146.7600,1,5,5,4,1
29067,10,4,19,45,105.8000,41.0300,146.8300,1,3,3,3,1
29068,10,4,20,0,56.7500,42.6600,99.4100,1,3,3,6,1
29069,10,4,20,15,168.9000,44.4200,213.3200,1,2,2,3,1
29070,10,4,20,30,64.9000,38.7000,103.6000,1,5,5,2,1
29071,10,4,20,45,62.7000,34.2900,96.9900,1,2,2,3,1
29072,10,4,21,0,73.7000,34.0500,107.7500,1,2,2,4,1
29073,10,4,21,15,74.4000,25.0900,99.4900,1,3,3,3,1
29074,10,4,21,30,57.4000,22.8200,80.2200,1,3,3,7,1
29075,10,4,21,45,26.1000,30.3700,56.4700,1,2,2,2,1
29076,10,4,22,0,49.1000,21.3700,70.4700,1,1,1,12,1
29077,10,4,22,15,48.9000,18.3700,67.2700,1,2,2,5,1
29078,10,4,22,30,25.3000,20.3000,45.6000,1,2,2,1,1
29079,10,4,22,45,23.3000,21.3300,44.6300,1,1,1,3,1
29080,10,4,23,0,23.9000,15.4600,39.3600,1,1,1,12,1
29081,10,4,23,15,84.4000,16.0300,100.4300,1,1,1,7,1
29082,10,4,23,30,24.1000,13.8600,37.9600,1,4,4,1,1
29083,10,4,23,45,0.0000,16.1800,16.1800,1,1,1,2,1
29084,10,4,24,0,46.6000,9.0200,55.6200,1,0,0,22,1
29085,10,4,24,15,77.8000,8.3600,86.1600,1,2,2,7,1
29086,10,4,24,30,81.1000,8.6700,89.7700,1,3,3,1,1
29087,10,4,24,45,0.0000,8.8700,8.8700,1,3,3,3,1
29088,10,5,1,0,26.0000,3.9200,29.9200,1,0,0,17,1
29089,10,5,1,15,0.0000,4.5200,4.5200,1,1,1,2,1
29090,10,5,1,30,0.0000,5.0500,5.0500,1,0,0,33,1
29091,10,5,1,45,47.2000,3.9900,51.1900,1,0,0,18,1
29092,10,5,2,0,0.0000,0.9100,0.9100,1,2,2,3,1
29093,10,5,2,15,0.0000,1.3600,1.3600,1,0,0,240,1
29094,10,5,2,30,0.0000,0.8300,0.8300,1,0,0,232,1
29095,10,5,2,45,0.0000,0.9400,0.9400,1,0,0,217,1
29096,10,5,3,0,0.0000,0.0000,0.0000,0,0,0,202,1
29097,10,5,3,15,0.0000,0.0000,0.0000,0,0,0,187,1
29098,10,5,3,30,0.0000,0.0000,0.0000,0,0,0,172,1
29099,10,5,3,45,0.0000,0.0000,0.0000,0,0,0,157,1
29100,10,5,4,0,0.0000,0.0000,0.0000,0,0,0,142,1
29101,10,5,4,15,0.0000,0.0000,0.0000,0,0,0,127,1
29102,10,5,4,30,0.0000,0.0000,0.0000,0,0,0,112,1
29103,10,5,4,45,0.0000,0.0000,0.0000,0,0,0,97,1
29104,10,5,5,0,0.0000,0.0000,0.0000,0,0,0,82,1
29105,10,5,5,15,0.0000,0.0000,0.0000,0,0,0,67,1
29106,10,5,5,30,0.0000,0.0000,0.0000,0,0,0,52,1
29107,10,5,5,45,0.0000,0.0000,0.0000,0,0,0,37,1
29108,10,5,6,0,51.8000,16.0800,67.8800,1,0,0,22,1
29109,10,5,6,15,0.0000,9.0700,9.0700,1,2,2,7,1
29110,10,5,6,30,27.9000,10.0000,37.9000,1,0,0,18,1
29111,10,5,6,45,27.7000,13.9100,41.6100,1,1,1,3,1
29112,10,5,7,0,66.4000,20.3300,86.7300,1,1,1,12,1
29113,10,5,7,15,104.9000,24.5700,129.4700,1,2,2,6,1
29114,10,5,7,30,199.2000,19.6700,218.8700,1,3,3,3,1
29115,10,5,7,45,36.0000,22.9800,58.9800,1,5,5,2,1
29116,10,5,8,0,105.8000,47.3100,153.1100,1,1,1,12,1
29117,10,5,8,15,135.8000,30.7800,166.5800,1,3,3,3,1
29118,10,5,8,30,169.9000,43.2600,213.1600,1,4,4,4,1
29119,10,5,8,45,104.8000,41.3200,146.1200,1,5,5,3,1
29120,10,5,9,0,106.8000,33.0100,139.8100,1,3,3,2,1
29121,10,5,9,15,149.4000,46.0600,195.4600,1,3,3,2,1
29122,10,5,9,30,152.5000,42.9600,195.4600,1,4,4,4,1
29123,10,5,9,45,63.6000,43.0800,106.6800,1,4,4,3,1
29124,10,5,10,0,106.8000,34.1400,140.9400,1,2,2,7,1
29125,10,5,10,15,108.6000,30.7900,139.3900,1,3,3,2,1
29126,10,5,10,30,67.5000,32.8400,100.3400,1,3,3,7,1
29127,10,5,10,45,74.7000,33.6800,108.3800,1,2,2,2,1
29128,10,5,11,0,30.4000,30.5800,60.9800,1,2,2,7,1
29129,10,5,11,15,82.4000,21.2000,103.6000,1,1,1,12,1
29130,10,5,11,30,85.3000,32.8200,118.1200,1,3,3,9,1
29131,10,5,11,45,62.4000,22.7300,85.1300,1,3,3,7,1
29132,10,5,12,0,55.9000,30.6400,86.5400,1,2,2,4,1
29133,10,5,12,15,63.1000,27.8300,90.9300,1,2,2,3,1
29134,10,5,12,30,32.4000,22.2200,54.6200,1,2,2,9,1
29135,10,5,12,45,57.0000,29.6800,86.6800,1,1,1,8,1
29136,10,5,13,0,67.2000,25.7500,92.9500,1,2,2,2,1
29137,10,5,13,15,120.7000,34.8100,155.5100,1,2,2,3,1
29138,10,5,13,30,86.6000,26.8000,113.4000,1,4,4,4,1
29139,10,5,13,45,35.7000,23.2700,58.9700,1,3,3,2,1
29140,10,5,14,0,98.1000,36.9000,135.0000,1,1,1,4,1
29141,10,5,14,15,35.5000,30.8200,66.3200,1,3,3,1,1
29142,10,5,14,30,135.7000,33.9000,169.6000,1,1,1,12,1
29143,10,5,14,45,69.7000,26.1700,95.8700,1,4,4,2,1
29144,10,5,15,0,60.4000,19.7000,80.1000,1,2,2,2,1
29145,10,5,15,15,87.7000,34.4100,122.1100,1,2,2,3,1
29146,10,5,15,30,61.2000,27.4700,88.6700,1,3,3,9,1
29147,10,5,15,45,30.7000,29.5300,60.2300,1,2,2,2,1
29148,10,5,16,0,86.5000,30.2100,116.7100,1,1,1,4,1
29149,10,5,16,15,30.9000,26.1200,57.0200,1,3,3,1,1
29150,10,5,16,30,29.0000,28.4300,57.4300,1,1,1,12,1
29151,10,5,16,45,58.3000,34.0800,92.3800,1,1,1,3,1
29152,10,5,17,0,60.2000,34.8300,95.0300,1,2,2,2,1
29153,10,5,17,15,91.4000,39.9500,131.3500,1,2,2,3,1
29154,10,5,17,30,57.0000,24.5500,81.5500,1,3,3,4,1
29155,10,5,17,45,34.0000,40.9000,74.9000,1,2,2,2,1
29156,10,5,18,0,101.8000,32.8000,134.6000,1,1,1,9,1
29157,10,5,18,15,98.9000,48.9300,147.8300,1,3,3,2,1
29158,10,5,18,30,101.0000,44.9900,145.9900,1,3,3,4,1
29159,10,5,18,45,137.5000,41.8900,179.3900,1,3,3,3,1
29160,10,5,19,0,39.9000,44.3300,84.2300,1,4,4,4,1
29161,10,5,19,15,164.4500,43.2900,207.7400,1,1,1,4,1
29162,10,5,19,30,107.0000,39.4600,146.4600,1,5,5,4,1
29163,10,5,19,45,101.8000,43.6100,145.4100,1,3,3,3,1
29164,10,5,20,0,65.8500,49.9200,115.7700,1,3,3,6,1
29165,10,5,20,15,151.7000,44.8300,196.5300,1,2,2,3,1
29166,10,5,20,30,61.3000,32.6000,93.9000,1,5,5,2,1
29167,10,5,20,45,66.1000,39.0100,105.1100,1,2,2,3,1
29168,10,5,21,0,77.8000,27.9000,105.7000,1,2,2,4,1
29169,10,5,21,15,73.9000,26.9100,100.8100,1,3,3,3,1
29170,10,5,21,30,51.2000,23.3600,74.5600,1,3,3,7,1
29171,10,5,21,45,24.9000,29.3400,54.2400,1,2,2,2,1
29172,10,5,22,0,51.8000,22.5400,74.3400,1,1,1,12,1
29173,10,5,22,15,52.4000,17.5000,69.9000,1,2,2,5,1
29174,10,5,22,30,26.0000,25.8700,51.8700,1,2,2,1,1
29175,10,5,22,45,27.1000,24.5700,51.6700,1,1,1,3,1
29176,10,5,23,0,26.1000,16.2300,42.3300,1,1,1,12,1
29177,10,5,23,15,94.8000,12.2300,107.0300,1,1,1,7,1
29178,10,5,23,30,25.4000,15.9000,41.3000,1,4,4,1,1
29179,10,5,23,45,0.0000,15.6300,15.6300,1,1,1,2,1
29180,10,5,24,0,51.3000,9.6900,60.9900,1,0,0,22,1
29181,10,5,24,15,69.3000,11.1500,80.4500,1,2,2,7,1
29182,10,5,24,30,70.4000,8.7600,79.1600,1,3,3,1,1
29183,10,5,24,45,0.0000,11.7600,11.7600,1,3,3,3,1
29184,11,8,1,0,21.3000,2.9200,24.2200,1,0,0,17,1
29185,11,8,1,15,0.0000,2.6300,2.6300,1,1,1,2,1
29186,11,8,1,30,0.0000,3.7400,3.7400,1,0,0,33,1
29187,11,8,1,45,48.7000,3.0900,51.7900,1,0,0,18,1
29188,11,8,2,0,0.0000,0.5100,0.5100,1,2,2,3,1
29189,11,8,2,15,0.0000,0.5600,0.5600,1,0,0,240,1
29190,11,8,2,30,0.0000,0.6000,0.6000,1,0,0,232,1
29191,11,8,2,45,0.0000,0.5400,0.5400,1,0,0,217,1
29192,11,8,3,0,0.0000,0.0000,0.0000,0,0,0,202,1
29193,11,8,3,15,0.0000,0.0000,0.0000,0,0,0,187,1
29194,11,8,3,30,0.0000,0.0000,0.0000,0,0,0,172,1
29195,11,8,3,45,0.0000,0.0000,0.0000,0,0,0,157,1
29196,11,8,4,0,0.0000,0.0000,0.0000,0,0,0,142,1
29197,11,8,4,15,0.0000,0.0000,0.0000,0,0,0,127,1
29198,11,8,4,30,0.0000,0.0000,0.0000,0,0,0,112,1
29199,11,8,4,45,0.0000,0.0000,0.0000,0,0,0,97,1
29200,11,8,5,0,0.0000,0.0000,0.0000,0,0,0,82,1
29201,11,8,5,15,0.0000,0.0000,0.0000,0,0,0,67,1
29202,11,8,5,30,0.0000,0.0000,0.0000,0,0,0,52,1
29203,11,8,5,45,0.0000,0.0000,0.0000,0,0,0,37,1
29204,11,8,6,0,50.4000,6.5500,56.9500,1,0,0,22,1
29205,11,8,6,15,0.0000,6.2400,6.2400,1,2,2,7,1
29206,11,8,6,30,26.5000,6.1600,32.6600,1,0,0,18,1
29207,11,8,6,45,0.0000,5.9800,5.9800,1,1,1,3,1
29208,11,8,7,0,0.0000,14.9700,14.9700,1,0,0,33,1
29209,11,8,7,15,29.2000,13.6400,42.8400,1,0,0,18,1
29210,11,8,7,30,0.0000,14.6900,14.6900,1,1,1,3,1
29211,11,8,7,45,0.0000,15.0700,15.0700,1,0,0,38,1
29212,11,8,8,0,63.4000,13.3600,76.7600,1,0,0,23,1
29213,11,8,8,15,84.4000,21.6900,106.0900,1,2,2,8,1
29214,11,8,8,30,90.7000,18.8100,109.5100,1,3,3,4,1
29215,11,8,8,45,58.2000,24.0800,82.2800,1,3,3,2,1
29216,11,8,9,0,30.4000,20.7800,51.1800,1,2,2,7,1
29217,11,8,9,15,84.0000,19.6800,103.6800,1,1,1,6,1
29218,11,8,9,30,56.3000,18.3500,74.6500,1,3,3,4,1
29219,11,8,9,45,30.0000,22.3100,52.3100,1,2,2,8,1
29220,11,8,10,0,62.8000,20.3300,83.1300,1,1,1,9,1
29221,11,8,10,15,28.1000,18.5600,46.6600,1,2,2,2,1
29222,11,8,10,30,54.7000,14.6500,69.3500,1,1,1,7,1
29223,11,8,10,45,27.5000,23.6500,51.1500,1,2,2,2,1
29224,11,8,11,0,25.6000,16.6000,42.2000,1,1,1,7,1
29225,11,8,11,15,54.7000,16.8900,71.5900,1,1,1,12,1
29226,11,8,11,30,78.1000,18.0400,96.1400,1,2,2,9,1
29227,11,8,11,45,58.7000,11.4000,70.1000,1,3,3,7,1
29228,11,8,12,0,24.1000,13.0600,37.1600,1,2,2,4,1
29229,11,8,12,15,23.2000,16.9900,40.1900,1,1,1,11,1
29230,11,8,12,30,26.5000,13.2900,39.7900,1,1,1,9,1
29231,11,8,12,45,49.0000,14.5000,63.5000,1,1,1,8,1
29232,11,8,13,0,28.7000,16.3100,45.0100,1,2,2,4,1
29233,11,8,13,15,50.4000,13.3400,63.7400,1,1,1,12,1
29234,11,8,13,30,81.0000,15.6100,96.6100,1,2,2,9,1
29235,11,8,13,45,0.0000,18.7600,18.7600,1,3,3,2,1
29236,11,8,14,0,51.4000,18.3100,69.7100,1,0,0,16,1
29237,11,8,14,15,0.0000,19.2500,19.2500,1,2,2,1,1
29238,11,8,14,30,57.0000,19.0000,76.0000,1,0,0,17,1
29239,11,8,14,45,55.7000,17.5000,73.2000,1,2,2,2,1
29240,11,8,15,0,29.5000,15.8700,45.3700,1,2,2,4,1
29241,11,8,15,15,58.2000,15.7000,73.9000,1,1,1,11,1
29242,11,8,15,30,52.4000,13.7000,66.1000,1,2,2,9,1
