Outdoor Drybulb Temperature [C],Relative Humidity [%],Diffuse Solar Radiation [W/m2],Direct Solar Radiation [W/m2],6h Prediction Outdoor Drybulb Temperature [C],12h Prediction Outdoor Drybulb Temperature [C],24h Prediction Outdoor Drybulb Temperature [C],6h Prediction Relative Humidity [%],12h Prediction Relative Humidity [%],24h Prediction Relative Humidity [%],6h Prediction Diffuse Solar Radiation [W/m2],12h Prediction Diffuse Solar Radiation [W/m2],24h Prediction Diffuse Solar Radiation [W/m2],6h Prediction Direct Solar Radiation [W/m2],12h Prediction Direct Solar Radiation [W/m2],24h Prediction Direct Solar Radiation [W/m2]
18.3,76.0,109.0,11.0,21.7,17.8,17.2,66.0,87.0,84.0,1003.0,98.0,46.0,831.0,0.0,0.0
18.9,73.0,270.0,92.0,21.1,17.2,17.8,66.0,90.0,84.0,949.0,0.0,123.0,812.0,0.0,0.0
20.6,68.0,646.0,569.0,21.1,17.2,18.9,68.0,90.0,78.0,831.0,0.0,312.0,745.0,0.0,53.0
21.7,66.0,834.0,770.0,20.6,17.2,20.6,73.0,90.0,68.0,644.0,0.0,784.0,645.0,0.0,569.0
21.7,66.0,947.0,823.0,20.0,17.8,21.1,76.0,87.0,68.0,451.0,0.0,947.0,469.0,0.0,769.0
21.7,66.0,1008.0,833.0,19.4,18.3,21.1,79.0,90.0,68.0,222.0,0.0,966.0,194.0,0.0,707.0
21.7,66.0,1003.0,831.0,17.8,17.8,21.7,87.0,87.0,68.0,98.0,0.0,1003.0,0.0,0.0,807.0
21.1,66.0,949.0,812.0,17.2,17.8,22.2,90.0,87.0,66.0,0.0,0.0,949.0,0.0,0.0,812.0
21.1,68.0,831.0,745.0,17.2,17.8,21.1,90.0,84.0,68.0,0.0,0.0,831.0,0.0,0.0,770.0
20.6,73.0,644.0,645.0,17.2,17.8,20.6,90.0,84.0,70.0,0.0,0.0,601.0,0.0,0.0,571.0
20.0,76.0,451.0,469.0,17.8,17.2,20.0,87.0,87.0,76.0,0.0,0.0,443.0,0.0,0.0,526.0
19.4,79.0,222.0,194.0,18.3,17.2,19.4,90.0,84.0,79.0,0.0,12.0,253.0,0.0,0.0,374.0
17.8,87.0,98.0,0.0,17.8,17.2,18.3,87.0,84.0,84.0,0.0,46.0,98.0,0.0,0.0,0.0
17.2,90.0,0.0,0.0,17.8,17.8,17.8,87.0,84.0,87.0,0.0,123.0,0.0,0.0,0.0,0.0
17.2,90.0,0.0,0.0,17.8,18.9,17.8,84.0,78.0,87.0,0.0,312.0,0.0,0.0,53.0,0.0
17.2,90.0,0.0,0.0,17.8,20.6,18.0,84.0,68.0,84.0,0.0,784.0,0.0,0.0,569.0,0.0
17.8,87.0,0.0,0.0,17.2,21.1,18.1,87.0,68.0,87.0,0.0,947.0,0.0,0.0,769.0,0.0
18.3,90.0,0.0,0.0,17.2,21.1,17.8,84.0,68.0,87.0,12.0,966.0,0.0,0.0,707.0,0.0
17.8,87.0,0.0,0.0,17.2,21.7,18.4,84.0,68.0,84.0,46.0,1003.0,0.0,0.0,807.0,0.0
17.8,87.0,0.0,0.0,17.8,22.2,18.6,84.0,66.0,81.0,123.0,949.0,0.0,0.0,812.0,0.0
17.8,84.0,0.0,0.0,18.9,21.1,18.7,78.0,68.0,81.0,312.0,831.0,0.0,53.0,770.0,0.0
17.8,84.0,0.0,0.0,20.6,20.6,18.9,68.0,70.0,81.0,784.0,601.0,0.0,569.0,571.0,0.0
17.2,87.0,0.0,0.0,21.1,20.0,18.9,68.0,76.0,84.0,947.0,443.0,0.0,769.0,526.0,0.0
17.2,84.0,12.0,0.0,21.1,19.4,18.9,68.0,79.0,84.0,966.0,253.0,15.0,707.0,374.0,0.0
17.2,84.0,46.0,0.0,21.7,18.3,19.4,68.0,84.0,79.0,1003.0,98.0,59.0,807.0,0.0,0.0
17.8,84.0,123.0,0.0,22.2,17.8,20.0,66.0,87.0,73.0,949.0,0.0,132.0,812.0,0.0,0.0
18.9,78.0,312.0,53.0,21.1,17.8,20.6,68.0,87.0,73.0,831.0,0.0,312.0,770.0,0.0,53.0
20.6,68.0,784.0,569.0,20.6,18.0,22.2,70.0,84.0,68.0,601.0,0.0,784.0,571.0,0.0,587.0
21.1,68.0,947.0,769.0,20.0,18.1,22.2,76.0,87.0,66.0,443.0,0.0,923.0,526.0,0.0,787.0
21.1,68.0,966.0,707.0,19.4,17.8,21.7,79.0,87.0,66.0,253.0,0.0,984.0,374.0,0.0,803.0
21.7,68.0,1003.0,807.0,18.3,18.4,22.8,84.0,84.0,61.0,98.0,0.0,966.0,0.0,0.0,753.0
22.2,66.0,949.0,812.0,17.8,18.6,22.2,87.0,81.0,66.0,0.0,0.0,904.0,0.0,0.0,739.0
21.1,68.0,831.0,770.0,17.8,18.7,22.8,87.0,81.0,64.0,0.0,0.0,778.0,0.0,0.0,696.0
20.6,70.0,601.0,571.0,18.0,18.9,22.2,84.0,81.0,68.0,0.0,0.0,615.0,0.0,0.0,614.0
20.0,76.0,443.0,526.0,18.1,18.9,21.7,87.0,84.0,73.0,0.0,0.0,419.0,0.0,0.0,481.0
19.4,79.0,253.0,374.0,17.8,18.9,20.0,87.0,84.0,81.0,0.0,15.0,243.0,0.0,0.0,324.0
18.3,84.0,98.0,0.0,18.4,19.4,18.9,84.0,79.0,84.0,0.0,59.0,0.0,0.0,0.0,0.0
17.8,87.0,0.0,0.0,18.6,20.0,18.9,81.0,73.0,84.0,0.0,132.0,0.0,0.0,0.0,0.0
17.8,87.0,0.0,0.0,18.7,20.6,18.3,81.0,73.0,87.0,0.0,312.0,0.0,0.0,53.0,0.0
18.0,84.0,0.0,0.0,18.9,22.2,17.8,81.0,68.0,87.0,0.0,784.0,0.0,0.0,587.0,0.0
18.1,87.0,0.0,0.0,18.9,22.2,17.8,84.0,66.0,87.0,0.0,923.0,0.0,0.0,787.0,0.0
17.8,87.0,0.0,0.0,18.9,21.7,17.8,84.0,66.0,80.0,15.0,984.0,0.0,0.0,803.0,0.0
18.4,84.0,0.0,0.0,19.4,22.8,18.3,79.0,61.0,84.0,59.0,966.0,0.0,0.0,753.0,0.0
18.6,81.0,0.0,0.0,20.0,22.2,18.3,73.0,66.0,84.0,132.0,904.0,0.0,0.0,739.0,0.0
18.7,81.0,0.0,0.0,20.6,22.8,18.9,73.0,64.0,81.0,312.0,778.0,0.0,53.0,696.0,0.0
18.9,81.0,0.0,0.0,22.2,22.2,18.9,68.0,68.0,78.0,784.0,615.0,0.0,587.0,614.0,0.0
18.9,84.0,0.0,0.0,22.2,21.7,18.9,66.0,73.0,78.0,923.0,419.0,0.0,787.0,481.0,0.0
18.9,84.0,15.0,0.0,21.7,20.0,19.4,66.0,81.0,76.0,984.0,243.0,27.0,803.0,324.0,0.0
19.4,79.0,59.0,0.0,22.8,18.9,19.4,61.0,84.0,76.0,966.0,0.0,134.0,753.0,0.0,22.0
20.0,73.0,132.0,0.0,22.2,18.9,20.6,66.0,84.0,70.0,904.0,0.0,260.0,739.0,0.0,75.0
20.6,73.0,312.0,53.0,22.8,18.3,22.2,64.0,87.0,64.0,778.0,0.0,582.0,696.0,0.0,475.0
22.2,68.0,784.0,587.0,22.2,17.8,22.8,68.0,87.0,64.0,615.0,0.0,784.0,614.0,0.0,640.0
22.2,66.0,923.0,787.0,21.7,17.8,22.2,73.0,87.0,66.0,419.0,0.0,912.0,481.0,0.0,752.0
21.7,66.0,984.0,803.0,20.0,17.8,22.2,81.0,80.0,66.0,243.0,0.0,977.0,324.0,0.0,785.0
22.8,61.0,966.0,753.0,18.9,18.3,22.2,84.0,84.0,66.0,0.0,0.0,984.0,0.0,0.0,807.0
22.2,66.0,904.0,739.0,18.9,18.3,22.8,84.0,84.0,64.0,0.0,0.0,904.0,0.0,0.0,727.0
22.8,64.0,778.0,696.0,18.3,18.9,22.2,87.0,81.0,68.0,0.0,0.0,778.0,0.0,0.0,660.0
22.2,68.0,615.0,614.0,17.8,18.9,21.7,87.0,78.0,70.0,0.0,0.0,580.0,0.0,0.0,478.0
21.7,73.0,419.0,481.0,17.8,18.9,20.6,87.0,78.0,78.0,0.0,0.0,411.0,0.0,0.0,366.0
20.0,81.0,243.0,324.0,17.8,19.4,19.4,80.0,76.0,79.0,0.0,27.0,74.0,0.0,0.0,0.0
18.9,84.0,0.0,0.0,18.3,19.4,18.9,84.0,76.0,78.0,0.0,134.0,0.0,0.0,22.0,0.0
18.9,84.0,0.0,0.0,18.3,20.6,18.9,84.0,70.0,75.0,0.0,260.0,0.0,0.0,75.0,0.0
18.3,87.0,0.0,0.0,18.9,22.2,18.3,81.0,64.0,84.0,0.0,582.0,0.0,0.0,475.0,0.0
17.8,87.0,0.0,0.0,18.9,22.8,18.3,78.0,64.0,76.0,0.0,784.0,0.0,0.0,640.0,0.0
17.8,87.0,0.0,0.0,18.9,22.2,17.8,78.0,66.0,78.0,0.0,912.0,0.0,0.0,752.0,0.0
17.8,80.0,0.0,0.0,19.4,22.2,16.7,76.0,66.0,84.0,27.0,977.0,0.0,0.0,785.0,0.0
18.3,84.0,0.0,0.0,19.4,22.2,17.8,76.0,66.0,84.0,134.0,984.0,0.0,22.0,807.0,0.0
18.3,84.0,0.0,0.0,20.6,22.8,17.2,70.0,64.0,84.0,260.0,904.0,0.0,75.0,727.0,0.0
18.9,81.0,0.0,0.0,22.2,22.2,18.0,64.0,68.0,83.0,582.0,778.0,0.0,475.0,660.0,0.0
18.9,78.0,0.0,0.0,22.8,21.7,17.8,64.0,70.0,84.0,784.0,580.0,0.0,640.0,478.0,0.0
18.9,78.0,0.0,0.0,22.2,20.6,18.3,66.0,78.0,81.0,912.0,411.0,0.0,752.0,366.0,0.0
19.4,76.0,27.0,0.0,22.2,19.4,18.3,66.0,79.0,78.0,977.0,74.0,19.0,785.0,0.0,0.0
19.4,76.0,134.0,22.0,22.2,18.9,19.4,66.0,78.0,70.0,984.0,0.0,100.0,807.0,0.0,0.0
20.6,70.0,260.0,75.0,22.8,18.9,20.0,64.0,75.0,68.0,904.0,0.0,421.0,727.0,0.0,465.0
22.2,64.0,582.0,475.0,22.2,18.3,21.7,68.0,84.0,59.0,778.0,0.0,555.0,660.0,0.0,451.0
22.8,64.0,784.0,640.0,21.7,18.3,21.7,70.0,76.0,66.0,580.0,0.0,795.0,478.0,0.0,681.0
22.2,66.0,912.0,752.0,20.6,17.8,22.2,78.0,78.0,64.0,411.0,0.0,917.0,366.0,0.0,775.0
22.2,66.0,977.0,785.0,19.4,16.7,22.2,79.0,84.0,61.0,74.0,0.0,983.0,0.0,0.0,803.0
22.2,66.0,984.0,807.0,18.9,17.8,22.2,78.0,84.0,61.0,0.0,0.0,953.0,0.0,0.0,717.0
22.8,64.0,904.0,727.0,18.9,17.2,21.7,75.0,84.0,63.0,0.0,0.0,904.0,0.0,0.0,739.0
22.2,68.0,778.0,660.0,18.3,18.0,21.1,84.0,83.0,66.0,0.0,0.0,784.0,0.0,0.0,684.0
21.7,70.0,580.0,478.0,18.3,17.8,21.1,76.0,84.0,66.0,0.0,0.0,573.0,0.0,0.0,453.0
20.6,78.0,411.0,366.0,17.8,18.3,20.0,78.0,81.0,68.0,0.0,0.0,427.0,0.0,0.0,494.0
19.4,79.0,74.0,0.0,16.7,18.3,20.0,84.0,78.0,68.0,0.0,19.0,233.0,0.0,0.0,281.0
18.9,78.0,0.0,0.0,17.8,19.4,18.9,84.0,70.0,70.0,0.0,100.0,0.0,0.0,0.0,0.0
18.9,75.0,0.0,0.0,17.2,20.0,17.8,84.0,68.0,78.0,0.0,421.0,0.0,0.0,465.0,0.0
18.3,84.0,0.0,0.0,18.0,21.7,17.2,83.0,59.0,81.0,0.0,555.0,0.0,0.0,451.0,0.0
18.3,76.0,0.0,0.0,17.8,21.7,17.2,84.0,66.0,81.0,0.0,795.0,0.0,0.0,681.0,0.0
17.8,78.0,0.0,0.0,18.3,22.2,17.2,81.0,64.0,84.0,0.0,917.0,0.0,0.0,775.0,0.0
16.7,84.0,0.0,0.0,18.3,22.2,16.1,78.0,61.0,87.0,19.0,983.0,0.0,0.0,803.0,0.0
17.8,84.0,0.0,0.0,19.4,22.2,17.2,70.0,61.0,81.0,100.0,953.0,0.0,0.0,717.0,0.0
17.2,84.0,0.0,0.0,20.0,21.7,16.7,68.0,63.0,84.0,421.0,904.0,0.0,465.0,739.0,0.0
18.0,83.0,0.0,0.0,21.7,21.1,16.7,59.0,66.0,80.0,555.0,784.0,0.0,451.0,684.0,0.0
17.8,84.0,0.0,0.0,21.7,21.1,16.7,66.0,66.0,84.0,795.0,573.0,0.0,681.0,453.0,0.0
18.3,81.0,0.0,0.0,22.2,20.0,17.2,64.0,68.0,81.0,917.0,427.0,0.0,775.0,494.0,0.0
18.3,78.0,19.0,0.0,22.2,20.0,17.8,61.0,68.0,78.0,983.0,233.0,22.0,803.0,281.0,0.0
19.4,70.0,100.0,0.0,22.2,18.9,18.9,61.0,70.0,70.0,953.0,0.0,221.0,717.0,0.0,234.0
20.0,68.0,421.0,465.0,21.7,17.8,19.4,63.0,78.0,68.0,904.0,0.0,230.0,739.0,0.0,63.0
21.7,59.0,555.0,451.0,21.1,17.2,20.6,66.0,81.0,61.0,784.0,0.0,513.0,684.0,0.0,317.0
21.7,66.0,795.0,681.0,21.1,17.2,21.7,66.0,81.0,57.0,573.0,0.0,672.0,453.0,0.0,409.0
22.2,64.0,917.0,775.0,20.0,17.2,22.2,68.0,84.0,61.0,427.0,0.0,923.0,494.0,0.0,746.0
22.2,61.0,983.0,803.0,20.0,16.1,22.2,68.0,87.0,59.0,233.0,0.0,989.0,281.0,0.0,821.0
22.2,61.0,953.0,717.0,18.9,17.2,22.8,70.0,81.0,57.0,0.0,0.0,984.0,0.0,0.0,813.0
21.7,63.0,904.0,739.0,17.8,16.7,22.2,78.0,84.0,61.0,0.0,0.0,911.0,0.0,0.0,763.0
21.1,66.0,784.0,684.0,17.2,16.7,21.1,81.0,80.0,66.0,0.0,0.0,791.0,0.0,0.0,733.0
21.1,66.0,573.0,453.0,17.2,16.7,21.1,81.0,84.0,63.0,0.0,0.0,630.0,0.0,0.0,664.0
20.0,68.0,427.0,494.0,17.2,17.2,20.0,84.0,81.0,70.0,0.0,0.0,443.0,0.0,0.0,539.0
20.0,68.0,233.0,281.0,16.1,17.8,19.4,87.0,78.0,68.0,0.0,22.0,244.0,0.0,0.0,331.0
18.9,70.0,0.0,0.0,17.2,18.9,18.3,81.0,70.0,73.0,0.0,221.0,0.0,0.0,234.0,0.0
17.8,78.0,0.0,0.0,16.7,19.4,18.3,84.0,68.0,73.0,0.0,230.0,0.0,0.0,63.0,0.0
17.2,81.0,0.0,0.0,16.7,20.6,17.8,80.0,61.0,78.0,0.0,513.0,0.0,0.0,317.0,0.0
17.2,81.0,0.0,0.0,16.7,21.7,17.2,84.0,57.0,81.0,0.0,672.0,0.0,0.0,409.0,0.0
17.2,84.0,0.0,0.0,17.2,22.2,16.7,81.0,61.0,84.0,0.0,923.0,0.0,0.0,746.0,0.0
16.1,87.0,0.0,0.0,17.8,22.2,17.8,78.0,59.0,84.0,22.0,989.0,0.0,0.0,821.0,0.0
17.2,81.0,0.0,0.0,18.9,22.8,16.1,70.0,57.0,83.0,221.0,984.0,0.0,234.0,813.0,0.0
16.7,84.0,0.0,0.0,19.4,22.2,16.1,68.0,61.0,83.0,230.0,911.0,0.0,63.0,763.0,0.0
16.7,80.0,0.0,0.0,20.6,21.1,16.1,61.0,66.0,83.0,513.0,791.0,0.0,317.0,733.0,0.0
16.7,84.0,0.0,0.0,21.7,21.1,16.7,57.0,63.0,84.0,672.0,630.0,0.0,409.0,664.0,0.0
17.2,81.0,0.0,0.0,22.2,20.0,15.6,61.0,70.0,86.0,923.0,443.0,0.0,746.0,539.0,0.0
17.8,78.0,22.0,0.0,22.2,19.4,16.7,59.0,68.0,84.0,989.0,244.0,21.0,821.0,331.0,0.0
18.9,70.0,221.0,234.0,22.8,18.3,17.2,57.0,73.0,81.0,984.0,0.0,112.0,813.0,0.0,5.0
19.4,68.0,230.0,63.0,22.2,18.3,18.3,61.0,73.0,76.0,911.0,0.0,191.0,763.0,0.0,23.0
20.6,61.0,513.0,317.0,21.1,17.8,19.4,66.0,78.0,68.0,791.0,0.0,518.0,733.0,0.0,305.0
21.7,57.0,672.0,409.0,21.1,17.2,20.6,63.0,81.0,65.0,630.0,0.0,783.0,664.0,0.0,628.0
22.2,61.0,923.0,746.0,20.0,16.7,21.1,70.0,84.0,66.0,443.0,0.0,917.0,539.0,0.0,775.0
22.2,59.0,989.0,821.0,19.4,17.8,21.7,68.0,84.0,61.0,244.0,0.0,983.0,331.0,0.0,803.0
22.8,57.0,984.0,813.0,18.3,16.1,21.1,73.0,83.0,63.0,0.0,0.0,972.0,0.0,0.0,777.0
22.2,61.0,911.0,763.0,18.3,16.1,20.6,73.0,83.0,65.0,0.0,0.0,904.0,0.0,0.0,727.0
21.1,66.0,791.0,733.0,17.8,16.1,20.6,78.0,83.0,65.0,0.0,0.0,778.0,0.0,0.0,696.0
21.1,63.0,630.0,664.0,17.2,16.7,20.6,81.0,84.0,65.0,0.0,0.0,630.0,0.0,0.0,664.0
20.0,70.0,443.0,539.0,16.7,15.6,20.0,84.0,86.0,70.0,0.0,0.0,427.0,0.0,0.0,514.0
19.4,68.0,244.0,331.0,17.8,16.7,19.4,84.0,84.0,73.0,0.0,21.0,244.0,0.0,0.0,331.0
18.3,73.0,0.0,0.0,16.1,17.2,18.3,83.0,81.0,76.0,0.0,112.0,0.0,0.0,5.0,0.0
18.3,73.0,0.0,0.0,16.1,18.3,18.3,83.0,76.0,76.0,0.0,191.0,0.0,0.0,23.0,0.0
17.8,78.0,0.0,0.0,16.1,19.4,18.3,83.0,68.0,78.0,0.0,518.0,0.0,0.0,305.0,0.0
17.2,81.0,0.0,0.0,16.7,20.6,18.3,84.0,65.0,81.0,0.0,783.0,0.0,0.0,628.0,0.0
16.7,84.0,0.0,0.0,15.6,21.1,18.3,86.0,66.0,78.0,0.0,917.0,0.0,0.0,775.0,0.0
17.8,84.0,0.0,0.0,16.7,21.7,16.7,84.0,61.0,84.0,21.0,983.0,0.0,0.0,803.0,0.0
16.1,83.0,0.0,0.0,17.2,21.1,17.8,81.0,63.0,84.0,112.0,972.0,0.0,5.0,777.0,0.0
16.1,83.0,0.0,0.0,18.3,20.6,17.8,76.0,65.0,87.0,191.0,904.0,0.0,23.0,727.0,0.0
16.1,83.0,0.0,0.0,19.4,20.6,17.8,68.0,65.0,87.0,518.0,778.0,0.0,305.0,696.0,0.0
16.7,84.0,0.0,0.0,20.6,20.6,17.2,65.0,65.0,87.0,783.0,630.0,0.0,628.0,664.0,0.0
15.6,86.0,0.0,0.0,21.1,20.0,17.2,66.0,70.0,90.0,917.0,427.0,0.0,775.0,514.0,0.0
16.7,84.0,21.0,0.0,21.7,19.4,17.8,61.0,73.0,84.0,983.0,244.0,28.0,803.0,331.0,0.0
17.2,81.0,112.0,5.0,21.1,18.3,18.3,63.0,76.0,81.0,972.0,0.0,100.0,777.0,0.0,0.0
18.3,76.0,191.0,23.0,20.6,18.3,20.0,65.0,76.0,73.0,904.0,0.0,210.0,727.0,0.0,34.0
19.4,68.0,518.0,305.0,20.6,18.3,21.1,65.0,78.0,71.0,778.0,0.0,528.0,696.0,0.0,334.0
20.6,65.0,783.0,628.0,20.6,18.3,21.1,65.0,81.0,68.0,630.0,0.0,794.0,664.0,0.0,664.0
21.1,66.0,917.0,775.0,20.0,18.3,21.7,70.0,78.0,66.0,427.0,0.0,842.0,514.0,0.0,573.0
21.7,61.0,983.0,803.0,19.4,16.7,22.2,73.0,84.0,64.0,244.0,0.0,983.0,331.0,0.0,785.0
21.1,63.0,972.0,777.0,18.3,17.8,21.7,76.0,84.0,66.0,0.0,0.0,984.0,0.0,0.0,813.0
20.6,65.0,904.0,727.0,18.3,17.8,21.7,76.0,87.0,66.0,0.0,0.0,917.0,0.0,0.0,781.0
20.6,65.0,778.0,696.0,18.3,17.8,21.1,78.0,87.0,71.0,0.0,0.0,791.0,0.0,0.0,733.0
20.6,65.0,630.0,664.0,18.3,17.2,21.1,81.0,87.0,68.0,0.0,0.0,623.0,0.0,0.0,657.0
20.0,70.0,427.0,514.0,18.3,17.2,20.0,78.0,90.0,70.0,0.0,0.0,443.0,0.0,0.0,539.0
19.4,73.0,244.0,331.0,16.7,17.8,19.4,84.0,84.0,73.0,0.0,28.0,244.0,0.0,0.0,331.0
18.3,76.0,0.0,0.0,17.8,18.3,18.9,84.0,81.0,73.0,0.0,100.0,0.0,0.0,0.0,0.0
18.3,76.0,0.0,0.0,17.8,20.0,18.3,87.0,73.0,76.0,0.0,210.0,0.0,0.0,34.0,0.0
18.3,78.0,0.0,0.0,17.8,21.1,17.8,87.0,71.0,78.0,0.0,528.0,0.0,0.0,334.0,0.0
18.3,81.0,0.0,0.0,17.2,21.1,17.8,87.0,68.0,80.0,0.0,794.0,0.0,0.0,664.0,0.0
18.3,78.0,0.0,0.0,17.2,21.7,17.2,90.0,66.0,81.0,0.0,842.0,0.0,0.0,573.0,0.0
16.7,84.0,0.0,0.0,17.8,22.2,17.2,84.0,64.0,81.0,28.0,983.0,0.0,0.0,785.0,0.0
17.8,84.0,0.0,0.0,18.3,21.7,17.2,81.0,66.0,78.0,100.0,984.0,0.0,0.0,813.0,0.0
17.8,87.0,0.0,0.0,20.0,21.7,17.2,73.0,66.0,81.0,210.0,917.0,0.0,34.0,781.0,0.0
17.8,87.0,0.0,0.0,21.1,21.1,16.7,71.0,71.0,84.0,528.0,791.0,0.0,334.0,733.0,0.0
17.2,87.0,0.0,0.0,21.1,21.1,16.7,68.0,68.0,86.0,794.0,623.0,0.0,664.0,657.0,0.0
17.2,90.0,0.0,0.0,21.7,20.0,16.1,66.0,70.0,87.0,842.0,443.0,0.0,573.0,539.0,0.0
17.8,84.0,28.0,0.0,22.2,19.4,17.2,64.0,73.0,84.0,983.0,244.0,26.0,785.0,331.0,0.0
18.3,81.0,100.0,0.0,21.7,18.9,18.3,66.0,73.0,78.0,984.0,0.0,124.0,813.0,0.0,22.0
20.0,73.0,210.0,34.0,21.7,18.3,20.6,66.0,76.0,68.0,917.0,0.0,278.0,781.0,0.0,115.0
21.1,71.0,528.0,334.0,21.1,17.8,20.6,71.0,78.0,68.0,791.0,0.0,623.0,733.0,0.0,586.0
21.1,68.0,794.0,664.0,21.1,17.8,21.1,68.0,80.0,66.0,623.0,0.0,800.0,657.0,0.0,735.0
21.7,66.0,842.0,573.0,20.0,17.2,21.1,70.0,81.0,68.0,443.0,0.0,928.0,539.0,0.0,817.0
22.2,64.0,983.0,785.0,19.4,17.2,22.2,73.0,81.0,64.0,244.0,0.0,989.0,331.0,0.0,827.0
21.7,66.0,984.0,813.0,18.9,17.2,22.2,73.0,78.0,64.0,0.0,0.0,978.0,0.0,0.0,795.0
21.7,66.0,917.0,781.0,18.3,17.2,21.7,76.0,81.0,68.0,0.0,0.0,904.0,0.0,0.0,727.0
21.1,71.0,791.0,733.0,17.8,16.7,21.1,78.0,84.0,68.0,0.0,0.0,784.0,0.0,0.0,715.0
21.1,68.0,623.0,657.0,17.8,16.7,20.6,80.0,86.0,70.0,0.0,0.0,637.0,0.0,0.0,682.0
20.0,70.0,443.0,539.0,17.2,16.1,20.0,81.0,87.0,73.0,0.0,0.0,443.0,0.0,0.0,527.0
19.4,73.0,244.0,331.0,17.2,17.2,18.9,81.0,84.0,78.0,0.0,26.0,245.0,0.0,0.0,339.0
18.9,73.0,0.0,0.0,17.2,18.3,18.3,78.0,78.0,81.0,0.0,124.0,0.0,0.0,22.0,0.0
18.3,76.0,0.0,0.0,17.2,20.6,17.8,81.0,68.0,84.0,0.0,278.0,0.0,0.0,115.0,0.0
17.8,78.0,0.0,0.0,16.7,20.6,17.8,84.0,68.0,78.0,0.0,623.0,0.0,0.0,586.0,0.0
17.8,80.0,0.0,0.0,16.7,21.1,17.8,86.0,66.0,75.0,0.0,800.0,0.0,0.0,735.0,0.0
17.2,81.0,0.0,0.0,16.1,21.1,17.8,87.0,68.0,78.0,0.0,928.0,0.0,0.0,817.0,0.0
17.2,81.0,0.0,0.0,17.2,22.2,17.8,84.0,64.0,80.0,26.0,989.0,0.0,0.0,827.0,0.0
17.2,78.0,0.0,0.0,18.3,22.2,17.8,78.0,64.0,78.0,124.0,978.0,0.0,22.0,795.0,0.0
17.2,81.0,0.0,0.0,20.6,21.7,17.2,68.0,68.0,81.0,278.0,904.0,0.0,115.0,727.0,0.0
16.7,84.0,0.0,0.0,20.6,21.1,17.0,68.0,68.0,82.0,623.0,784.0,0.0,586.0,715.0,0.0
16.7,86.0,0.0,0.0,21.1,20.6,17.8,66.0,70.0,78.0,800.0,637.0,0.0,735.0,682.0,0.0
16.1,87.0,0.0,0.0,21.1,20.0,17.8,68.0,73.0,78.0,928.0,443.0,0.0,817.0,527.0,0.0
17.2,84.0,26.0,0.0,22.2,18.9,18.3,64.0,78.0,76.0,989.0,245.0,16.0,827.0,339.0,0.0
18.3,78.0,124.0,22.0,22.2,18.3,18.9,64.0,81.0,73.0,978.0,0.0,62.0,795.0,0.0,0.0
20.6,68.0,278.0,115.0,21.7,17.8,20.0,68.0,84.0,68.0,904.0,0.0,307.0,727.0,0.0,178.0
20.6,68.0,623.0,586.0,21.1,17.8,21.0,68.0,78.0,60.0,784.0,0.0,586.0,715.0,0.0,527.0
21.1,66.0,800.0,735.0,20.6,17.8,21.1,70.0,75.0,63.0,637.0,0.0,783.0,682.0,0.0,652.0
21.1,68.0,928.0,817.0,20.0,17.8,22.2,73.0,78.0,57.0,443.0,0.0,917.0,527.0,0.0,781.0
22.2,64.0,989.0,827.0,18.9,17.8,22.8,78.0,80.0,57.0,245.0,0.0,983.0,339.0,0.0,809.0
22.2,64.0,978.0,795.0,18.3,17.8,21.7,81.0,78.0,61.0,0.0,0.0,972.0,0.0,0.0,777.0
21.7,68.0,904.0,727.0,17.8,17.2,21.7,84.0,81.0,63.0,0.0,0.0,904.0,0.0,0.0,727.0
21.1,68.0,784.0,715.0,17.8,17.0,21.1,78.0,82.0,71.0,0.0,0.0,778.0,0.0,0.0,660.0
20.6,70.0,637.0,682.0,17.8,17.8,20.6,75.0,78.0,73.0,0.0,0.0,595.0,0.0,0.0,533.0
20.0,73.0,443.0,527.0,17.8,17.8,20.0,78.0,78.0,73.0,0.0,0.0,388.0,0.0,0.0,360.0
18.9,78.0,245.0,339.0,17.8,18.3,19.4,80.0,76.0,76.0,0.0,16.0,234.0,0.0,0.0,267.0
18.3,81.0,0.0,0.0,17.8,18.9,18.3,78.0,73.0,78.0,0.0,62.0,0.0,0.0,0.0,0.0
17.8,84.0,0.0,0.0,17.2,20.0,18.3,81.0,68.0,76.0,0.0,307.0,0.0,0.0,178.0,0.0
17.8,78.0,0.0,0.0,17.0,21.0,17.8,82.0,60.0,78.0,0.0,586.0,0.0,0.0,527.0,0.0
17.8,75.0,0.0,0.0,17.8,21.1,17.8,78.0,63.0,84.0,0.0,783.0,0.0,0.0,652.0,0.0
17.8,78.0,0.0,0.0,17.8,22.2,17.8,78.0,57.0,84.0,0.0,917.0,0.0,0.0,781.0,0.0
17.8,80.0,0.0,0.0,18.3,22.8,17.2,76.0,57.0,84.0,16.0,983.0,0.0,0.0,809.0,0.0
17.8,78.0,0.0,0.0,18.9,21.7,17.8,73.0,61.0,80.0,62.0,972.0,0.0,0.0,777.0,0.0
17.2,81.0,0.0,0.0,20.0,21.7,17.2,68.0,63.0,84.0,307.0,904.0,0.0,178.0,727.0,0.0
17.0,82.0,0.0,0.0,21.0,21.1,16.7,60.0,71.0,86.0,586.0,778.0,0.0,527.0,660.0,0.0
