 dm	 m	 h	G_Dh	G_h	 Ta	 FF	 DD	 RH	RR	N
 26	 10	 3	0	0	8.6	1.9	357	94	0.0	6
 26	 10	 4	0	0	8.1	2.3	321	95	0.0	6
 26	 10	 5	0	0	7.7	2.5	55	98	0.0	6
 26	 10	 6	0	0	7.4	2.1	50	99	0.0	6
 26	 10	 7	0	0	7.3	1.7	113	100	0.0	7
 26	 10	 8	63	89	8.9	1.7	135	94	0.0	7
 26	 10	 9	172	237	11.2	1.4	153	86	0.0	7
 26	 10	 10	273	367	13.6	2.1	153	77	0.0	7
 26	 10	 11	329	467	15.7	2.5	244	62	0.0	7
 26	 10	 12	376	519	17.4	3.8	158	58	0.0	7
 26	 10	 13	384	538	18.8	4.2	135	52	0.0	7
 26	 10	 14	355	508	19.6	4.2	138	50	0.0	7
 26	 10	 15	253	440	19.9	3.6	155	46	0.0	6
 26	 10	 16	179	315	19.7	3.0	170	48	0.0	6
 26	 10	 17	106	168	18.6	3.4	48	50	0.0	6
 26	 10	 18	15	15	16.9	3.2	45	58	0.0	6
 26	 10	 19	0	0	16.1	3.2	347	69	0.0	6
 26	 10	 20	0	0	15.4	1.2	68	71	0.0	6
 26	 10	 21	0	0	14.6	1.7	1	77	0.0	6
 26	 10	 22	0	0	13.9	1.4	7	79	0.0	7
 26	 10	 23	0	0	13.1	0.8	122	83	0.0	7
 26	 10	 24	0	0	12.4	0.4	58	84	0.0	7
 27	 10	 1	0	0	11.9	0.9	40	82	0.0	7
 27	 10	 2	0	0	11.4	0.8	350	86	0.0	7
 27	 10	 3	0	0	11.0	0.9	328	88	0.0	7
 27	 10	 4	0	0	10.7	1.8	338	89	0.0	7
 27	 10	 5	0	0	10.5	1.5	96	89	0.0	7
 27	 10	 6	0	0	10.4	1.9	170	92	0.1	8
 27	 10	 7	0	0	10.4	3.0	170	92	0.0	8
 27	 10	 8	61	66	11.6	2.1	231	89	0.0	8
 27	 10	 9	151	159	13.2	2.3	235	89	0.0	8
 27	 10	 10	240	262	15.0	2.5	244	75	0.0	8
 27	 10	 11	302	344	16.5	1.8	213	83	0.8	8
 27	 10	 12	343	405	18.1	1.4	299	86	0.3	8
 27	 10	 13	346	401	19.2	1.7	310	86	0.2	8
 27	 10	 14	315	337	19.7	1.5	323	71	0.0	8
 27	 10	 15	275	299	19.9	1.2	221	58	0.0	8
 27	 10	 16	196	209	19.7	0.5	282	55	0.0	8
 27	 10	 17	94	98	18.8	0.6	291	58	0.0	8
 27	 10	 18	4	4	17.6	1.1	297	61	0.1	8
 27	 10	 19	0	0	16.6	0.8	308	65	0.0	7
 27	 10	 20	0	0	15.5	0.9	302	67	0.0	6
 27	 10	 21	0	0	14.4	0.7	303	68	0.0	6
 27	 10	 22	0	0	13.3	0.6	300	71	0.0	6
 27	 10	 23	0	0	12.2	0.5	301	74	0.0	5
 27	 10	 24	0	0	11.1	1.4	263	75	0.0	4
 28	 10	 1	0	0	9.9	0.8	325	79	0.0	4
 28	 10	 2	0	0	8.6	1.1	346	87	0.0	4
 28	 10	 3	0	0	7.3	1.8	218	92	0.0	3
 28	 10	 4	0	0	6.5	0.6	212	97	0.0	2
 28	 10	 5	0	0	5.8	0.6	237	100	0.0	2
 28	 10	 6	0	0	5.3	0.3	286	100	0.0	2
 28	 10	 7	1	1	5.2	0.4	228	100	0.0	1
 28	 10	 8	40	117	7.0	0.9	175	97	0.0	0
 28	 10	 9	57	319	9.8	0.9	144	89	0.0	0
 28	 10	 10	64	512	12.7	1.4	174	80	0.0	0
 28	 10	 11	78	659	15.4	1.7	59	59	0.0	0
 28	 10	 12	84	749	17.7	2.3	322	54	0.0	0
 28	 10	 13	84	770	19.3	2.3	35	48	0.0	0
 28	 10	 14	79	715	20.3	2.6	354	46	0.0	0
 28	 10	 15	65	598	20.6	2.8	60	46	0.0	0
 28	 10	 16	53	424	20.1	3.0	139	48	0.0	0
 28	 10	 17	105	218	18.6	2.3	231	49	0.0	4
 28	 10	 18	15	15	16.3	1.2	272	61	0.0	4
 28	 10	 19	0	0	15.2	1.7	158	67	0.0	3
 28	 10	 20	0	0	14.0	1.8	168	68	0.0	3
 28	 10	 21	0	0	12.9	0.7	47	72	0.0	3
 28	 10	 22	0	0	11.7	0.8	349	76	0.0	3
 28	 10	 23	0	0	10.6	1.1	348	80	0.0	2
 28	 10	 24	0	0	9.5	0.9	314	81	0.0	2
 29	 10	 1	0	0	8.9	1.1	357	83	0.0	2
 29	 10	 2	0	0	8.4	0.6	43	85	0.0	2
 29	 10	 3	0	0	7.9	0.9	34	86	0.0	1
 29	 10	 4	0	0	7.6	0.7	75	90	0.0	1
 29	 10	 5	0	0	7.3	0.2	172	89	0.0	1
 29	 10	 6	0	0	7.1	0.8	168	91	0.0	1
 29	 10	 7	1	1	7.1	0.9	171	94	0.0	0
 29	 10	 8	39	117	9.3	1.2	192	86	0.0	0
 29	 10	 9	50	324	12.8	0.8	245	75	0.0	0
 29	 10	 10	57	519	16.3	1.4	170	58	0.0	0
 29	 10	 11	69	669	19.7	1.8	158	49	0.0	0
 29	 10	 12	78	756	22.4	2.6	47	41	0.0	0
 29	 10	 13	79	775	24.5	2.6	133	40	0.0	0
 29	 10	 14	73	722	25.8	1.9	162	36	0.0	0
 29	 10	 15	60	603	26.3	1.5	284	35	0.0	0
 29	 10	 16	50	426	25.8	1.5	231	37	0.0	0
 29	 10	 17	107	218	24.1	1.1	224	41	0.0	4
 29	 10	 18	14	14	21.6	1.7	265	45	0.0	4
 29	 10	 19	0	0	20.8	1.9	277	57	0.0	4
 29	 10	 20	0	0	19.9	1.7	283	59	0.0	4
 29	 10	 21	0	0	19.1	0.7	273	61	0.0	4
 29	 10	 22	0	0	18.3	1.1	320	64	0.0	4
 29	 10	 23	0	0	17.4	1.7	287	67	0.0	4
 29	 10	 24	0	0	16.6	1.4	212	72	0.0	4
 30	 10	 1	0	0	15.9	1.2	248	72	0.0	3
 30	 10	 2	0	0	15.1	1.8	319	73	0.0	3
 30	 10	 3	0	0	14.3	3.0	295	77	0.0	3
 30	 10	 4	0	0	13.9	3.0	291	80	0.0	3
 30	 10	 5	0	0	13.5	3.9	318	85	0.0	3
 30	 10	 6	0	0	13.2	3.9	304	91	0.0	3
 30	 10	 7	0	0	13.1	3.4	305	90	0.0	3
 30	 10	 8	50	88	14.8	3.6	300	87	0.0	3
 30	 10	 9	114	275	17.7	3.0	304	81	0.0	3
 30	 10	 10	240	355	19.9	2.1	309	69	0.0	6
 30	 10	 11	293	329	21.0	2.1	295	62	0.0	8
 30	 10	 12	254	263	21.3	1.7	323	62	0.0	8
 30	 10	 13	215	220	21.3	2.3	304	61	0.0	8
 30	 10	 14	290	349	21.9	1.2	328	59	0.0	8
 30	 10	 15	251	400	22.5	0.9	335	57	0.0	6
 30	 10	 16	119	397	23.0	0.9	335	57	0.0	0
 30	 10	 17	119	234	22.8	1.9	304	57	0.0	4
 30	 10	 18	32	32	21.4	2.5	316	65	0.0	4
 30	 10	 19	0	0	20.3	3.6	223	73	0.0	4
 30	 10	 20	0	0	19.2	4.4	225	75	0.0	4
 30	 10	 21	0	0	18.1	6.0	331	79	0.0	4
 30	 10	 22	0	0	17.0	5.8	303	80	0.0	4
 30	 10	 23	0	0	15.9	5.3	288	82	0.0	4
 30	 10	 24	0	0	14.8	6.0	269	87	0.0	4
 31	 10	 1	0	0	14.0	5.8	288	91	0.0	3
 31	 10	 2	0	0	13.1	4.4	321	93	0.0	3
 31	 10	 3	0	0	12.3	4.8	264	93	0.0	3
 31	 10	 4	0	0	11.8	3.8	277	98	0.0	3
 31	 10	 5	0	0	11.4	2.6	230	98	0.0	3
 31	 10	 6	0	0	11.1	2.6	168	100	0.0	3
 31	 10	 7	2	2	11.2	3.0	156	99	0.0	3
 31	 10	 8	56	123	13.5	2.8	160	90	0.0	3
 31	 10	 9	109	277	16.2	3.2	168	78	0.0	3
 31	 10	 10	229	341	18.2	2.5	142	63	0.0	6
 31	 10	 11	252	282	18.9	3.2	168	54	0.0	8
 31	 10	 12	156	156	18.6	3.2	131	53	0.0	8
 31	 10	 13	244	252	18.9	3.4	219	52	0.0	8
 31	 10	 14	315	410	19.9	4.2	239	49	0.0	7
 31	 10	 15	173	574	21.3	3.9	223	42	0.0	2
 31	 10	 16	83	456	22.0	3.2	237	41	0.0	0
 31	 10	 17	117	230	21.7	3.9	262	39	0.0	4
 31	 10	 18	27	27	20.3	3.4	157	39	0.0	4
 31	 10	 19	0	0	18.6	2.8	166	47	0.0	4
 31	 10	 20	0	0	16.8	2.5	177	52	0.0	4
 31	 10	 21	0	0	15.1	1.7	158	58	0.0	4
 31	 10	 22	0	0	13.3	1.5	112	62	0.0	4
 31	 10	 23	0	0	11.4	1.2	96	64	0.0	4
 31	 10	 24	0	0	9.4	1.1	124	67	0.0	4
 1	 11	 1	0	0	7.5	1.4	171	67	0.0	7
 1	 11	 2	0	0	5.5	1.4	142	75	0.0	7
 1	 11	 3	0	0	3.6	1.6	69	82	0.0	7
 1	 11	 4	0	0	2.5	2.4	94	83	0.0	7
 1	 11	 5	0	0	1.3	1.6	97	88	0.0	7
 1	 11	 6	0	0	0.5	2.2	138	95	0.0	7
 1	 11	 7	0	0	0.4	3.4	163	95	0.0	7
 1	 11	 8	60	69	1.7	3.2	231	91	0.0	7
 1	 11	 9	161	216	4.2	3.6	229	83	0.0	7
 1	 11	 10	258	334	6.7	4.3	171	79	0.0	7
 1	 11	 11	300	431	8.9	4.8	172	66	0.0	7
 1	 11	 12	345	457	10.6	5.8	129	60	0.0	7
 1	 11	 13	353	479	11.8	6.6	250	53	0.0	7
 1	 11	 14	321	492	12.8	5.0	209	51	0.0	6
 1	 11	 15	294	393	13.0	4.3	157	49	0.0	7
 1	 11	 16	201	251	12.4	4.8	71	49	0.0	7
 1	 11	 17	94	111	10.8	6.6	25	57	0.0	7
 1	 11	 18	3	3	8.9	5.5	100	60	0.0	7
 1	 11	 19	0	0	7.8	4.8	121	70	0.0	7
 1	 11	 20	0	0	6.7	4.3	171	77	0.0	6
 1	 11	 21	0	0	5.7	4.8	235	86	0.0	6
 1	 11	 22	0	0	4.6	4.3	215	90	0.0	6
 1	 11	 23	0	0	3.6	3.4	162	93	0.0	6
 1	 11	 24	0	0	2.5	3.2	251	100	0.0	6
 2	 11	 1	0	0	2.2	4.5	145	100	0.0	5
 2	 11	 2	0	0	2.0	3.8	168	99	0.0	5
 2	 11	 3	0	0	1.8	3.4	144	100	0.0	5
 2	 11	 4	0	0	1.6	3.8	128	100	0.0	5
 2	 11	 5	0	0	1.5	3.8	181	100	0.0	5
 2	 11	 6	0	0	1.5	5.5	190	100	0.0	4
 2	 11	 7	0	0	1.5	7.1	247	97	0.0	4
 2	 11	 8	17	17	1.9	6.6	206	98	0.0	4
 2	 11	 9	134	305	7.1	7.4	232	83	0.0	4
 2	 11	 10	234	346	10.3	5.0	311	66	0.0	7
 2	 11	 11	293	392	12.6	4.8	295	55	0.0	7
 2	 11	 12	293	314	13.6	4.3	239	52	0.0	8
 2	 11	 13	259	278	13.9	3.2	311	48	0.0	8
 2	 11	 14	288	487	15.6	3.2	291	44	0.0	6
 2	 11	 15	64	64	13.6	2.6	301	52	0.0	8
 2	 11	 16	184	248	13.6	2.1	309	51	0.0	7
 2	 11	 17	95	112	12.6	1.9	304	58	0.0	8
 2	 11	 18	36	36	11.1	1.6	231	63	0.0	8
 2	 11	 19	0	0	10.7	1.8	252	70	0.0	8
 2	 11	 20	0	0	10.3	2.1	329	71	0.0	8
 2	 11	 21	0	0	9.8	2.2	260	71	0.0	8
 2	 11	 22	0	0	9.4	1.1	305	72	0.0	8
 2	 11	 23	0	0	8.9	1.5	232	73	0.0	8
 2	 11	 24	0	0	8.5	2.4	237	72	0.0	8
 3	 11	 1	0	0	8.0	2.4	223	68	0.0	8
 3	 11	 2	0	0	7.5	3.0	241	73	0.0	8
 3	 11	 3	0	0	7.0	4.0	244	76	0.0	8
 3	 11	 4	0	0	6.8	2.8	234	73	0.0	8
 3	 11	 5	0	0	6.6	2.8	222	70	0.0	8
 3	 11	 6	0	0	6.5	1.9	313	73	0.0	8
 3	 11	 7	0	0	6.6	1.6	306	75	0.0	8
 3	 11	 8	9	9	6.9	1.6	307	76	0.0	8
 3	 11	 9	27	27	7.4	3.0	320	76	0.0	8
 3	 11	 10	43	43	7.9	3.8	271	74	0.0	8
 3	 11	 11	56	56	8.3	3.6	201	69	0.0	8
 3	 11	 12	85	85	8.9	2.8	176	63	0.0	8
 3	 11	 13	99	99	9.5	4.3	156	63	0.0	8
 3	 11	 14	267	569	13.2	4.8	73	57	0.0	5
 3	 11	 15	196	474	15.5	5.0	96	51	0.0	4
 3	 11	 16	135	334	16.6	6.6	37	49	0.0	4
 3	 11	 17	91	158	16.5	7.1	38	49	0.0	5
 3	 11	 18	7	7	15.3	5.0	12	55	0.0	6
 3	 11	 19	0	0	14.6	4.8	84	56	0.0	6
 3	 11	 20	0	0	14.0	5.8	62	56	0.0	6
 3	 11	 21	0	0	13.3	6.0	30	60	0.0	6
 3	 11	 22	0	0	12.7	6.3	327	61	0.0	6
 3	 11	 23	0	0	12.0	7.1	20	65	0.0	6
 3	 11	 24	0	0	11.3	5.8	340	66	0.0	7
 4	 11	 1	0	0	10.4	5.5	117	66	0.0	7
 4	 11	 2	0	0	9.5	5.3	128	69	0.0	7
 4	 11	 3	0	0	8.5	5.0	42	70	0.0	7
 4	 11	 4	0	0	8.1	4.8	108	71	0.0	7
 4	 11	 5	0	0	7.6	5.0	84	74	0.0	7
 4	 11	 6	0	0	7.2	5.8	355	78	0.0	8
 4	 11	 7	0	0	7.2	7.4	92	79	0.0	8
 4	 11	 8	13	13	7.5	6.3	38	79	0.0	8
 4	 11	 9	41	41	8.1	6.6	41	82	0.0	8
 4	 11	 10	75	75	8.9	6.3	161	81	0.0	8
 4	 11	 11	55	55	9.1	7.4	181	84	0.0	8
 4	 11	 12	97	97	9.6	6.0	190	85	0.0	8
 4	 11	 13	96	96	9.9	6.3	146	82	0.0	8
 4	 11	 14	278	555	13.2	5.8	123	71	0.0	5
 4	 11	 15	212	454	15.1	4.3	79	66	0.0	5
 4	 11	 16	133	319	16.0	3.4	111	62	0.0	4
 4	 11	 17	100	169	15.9	3.6	101	58	0.0	5
 4	 11	 18	7	7	14.7	3.4	12	61	0.0	6
 4	 11	 19	0	0	14.3	3.6	78	65	0.0	6
 4	 11	 20	0	0	13.8	3.6	59	66	0.0	6
 4	 11	 21	0	0	13.4	3.4	128	69	0.0	6
 4	 11	 22	0	0	12.9	2.6	117	71	0.0	6
 4	 11	 23	0	0	12.5	2.6	138	78	0.0	6
 4	 11	 24	0	0	12.0	2.2	326	75	0.0	7
 5	 11	 1	0	0	11.7	3.4	2	78	0.0	7
 5	 11	 2	0	0	11.4	4.5	339	81	0.0	7
 5	 11	 3	0	0	11.0	3.0	352	81	0.0	7
 5	 11	 4	0	0	10.8	2.2	334	85	0.0	7
 5	 11	 5	0	0	10.6	3.2	333	86	0.0	7
 5	 11	 6	0	0	10.5	3.4	322	92	0.0	8
 5	 11	 7	0	0	10.5	3.8	325	95	0.1	8
 5	 11	 8	27	27	11.2	5.0	352	95	0.1	8
 5	 11	 9	76	76	12.3	4.5	326	89	0.0	8
 5	 11	 10	115	115	13.4	6.0	349	84	0.0	8
 5	 11	 11	189	191	14.8	6.0	358	81	0.0	8
 5	 11	 12	204	207	15.9	5.3	356	72	0.0	8
 5	 11	 13	160	160	16.3	5.8	346	71	0.0	8
 5	 11	 14	166	166	16.6	7.1	356	70	0.0	8
 5	 11	 15	161	161	16.9	6.3	348	72	0.0	8
 5	 11	 16	109	109	16.7	5.0	343	74	0.0	8
 5	 11	 17	48	48	16.1	4.5	348	77	0.0	8
 5	 11	 18	3	3	15.3	3.4	324	80	0.0	8
 5	 11	 19	0	0	14.8	3.0	330	80	0.0	8
 5	 11	 20	0	0	14.4	3.4	360	80	0.0	8
 5	 11	 21	0	0	13.8	3.2	359	88	0.5	8
 5	 11	 22	0	0	13.2	2.8	337	94	1.3	8
 5	 11	 23	0	0	12.9	3.2	36	88	0.2	8
 5	 11	 24	0	0	12.5	2.6	342	92	0.3	8
 6	 11	 1	0	0	11.7	3.0	62	97	2.1	8
 6	 11	 2	0	0	11.0	2.6	66	98	2.9	8
 6	 11	 3	0	0	10.9	3.2	12	98	1.6	8
 6	 11	 4	0	0	10.9	3.0	78	97	0.2	8
 6	 11	 5	0	0	10.7	3.4	38	98	0.0	8
 6	 11	 6	0	0	10.5	4.0	25	98	0.0	8
 6	 11	 7	0	0	10.5	4.0	68	98	0.0	8
 6	 11	 8	14	14	10.8	4.0	327	98	0.0	8
 6	 11	 9	46	46	11.4	3.6	53	95	0.0	8
 6	 11	 10	76	76	11.9	4.5	70	96	0.4	8
 6	 11	 11	89	89	12.4	4.8	94	94	0.5	8
 6	 11	 12	109	109	13.0	4.3	102	89	0.0	8
 6	 11	 13	116	116	13.4	3.2	59	84	0.1	8
 6	 11	 14	105	105	13.6	3.0	67	82	0.0	8
 6	 11	 15	85	85	13.4	3.0	28	88	1.2	8
 6	 11	 16	62	62	13.5	4.0	218	85	0.0	8
 6	 11	 17	36	36	13.3	2.8	311	85	0.0	8
 6	 11	 18	2	2	12.7	2.4	253	85	0.3	8
 6	 11	 19	0	0	12.5	1.9	239	90	0.1	8
 6	 11	 20	0	0	10.3	3.0	307	99	10.1	8
 6	 11	 21	0	0	11.9	2.2	295	92	0.9	8
 6	 11	 22	0	0	10.9	3.4	319	98	4.5	8
 6	 11	 23	0	0	11.5	3.4	284	93	0.1	8
 6	 11	 24	0	0	11.2	3.4	275	94	0.7	8
 7	 11	 1	0	0	10.5	3.0	282	97	3.5	8
 7	 11	 2	0	0	9.7	1.8	309	99	7.4	8
 7	 11	 3	0	0	10.5	1.6	324	98	2.8	8
 7	 11	 4	0	0	9.1	2.2	315	99	22.9	8
 7	 11	 5	0	0	11.0	1.9	254	96	0.0	8
 7	 11	 6	0	0	10.9	2.4	308	96	0.8	8
 7	 11	 7	0	0	11.0	2.2	173	97	0.2	8
 7	 11	 8	13	13	11.3	2.2	120	96	0.5	8
 7	 11	 9	37	37	11.1	1.8	114	98	4.3	8
 7	 11	 10	63	63	12.6	1.5	147	92	0.4	8
 7	 11	 11	86	86	13.2	0.9	131	89	0.3	8
 7	 11	 12	97	97	13.6	0.8	132	89	1.0	8
 7	 11	 13	99	99	12.2	0.7	163	98	10.9	8
 7	 11	 14	86	86	14.1	0.7	249	89	1.9	8
 7	 11	 15	73	73	14.4	0.7	250	85	0.7	8
 7	 11	 16	46	46	14.4	0.8	184	85	0.2	8
 7	 11	 17	21	21	14.1	1.3	66	85	0.0	8
 7	 11	 18	2	2	13.7	1.0	117	87	0.0	8
 7	 11	 19	0	0	13.1	1.1	207	92	1.3	8
 7	 11	 20	0	0	12.5	1.3	164	94	2.3	8
 7	 11	 21	0	0	12.2	1.9	173	96	1.5	8
 7	 11	 22	0	0	12.1	2.1	190	94	0.1	8
 7	 11	 23	0	0	11.7	2.8	122	97	0.1	8
 7	 11	 24	0	0	10.2	1.9	37	99	5.6	8
 8	 11	 1	0	0	10.9	2.1	51	95	0.0	8
 8	 11	 2	0	0	10.4	2.4	27	97	0.0	8
 8	 11	 3	0	0	10.0	1.9	3	98	0.0	8
 8	 11	 4	0	0	9.8	1.3	16	98	0.0	8
 8	 11	 5	0	0	9.6	1.8	344	98	0.0	8
 8	 11	 6	0	0	9.5	2.1	326	98	0.0	8
 8	 11	 7	0	0	9.6	2.2	317	98	0.0	8
 8	 11	 8	8	8	9.9	2.1	330	98	0.0	8
 8	 11	 9	47	47	10.8	1.4	29	96	0.0	8
 8	 11	 10	42	42	11.2	1.5	15	88	0.0	8
 8	 11	 11	106	106	12.1	1.6	73	79	0.0	8
 8	 11	 12	316	429	15.8	1.5	68	67	0.0	7
 8	 11	 13	322	497	19.0	1.3	65	58	0.0	6
 8	 11	 14	235	286	19.9	1.6	122	54	0.0	8
 8	 11	 15	167	548	22.2	2.2	157	48	0.0	2
 8	 11	 16	129	430	23.5	2.4	34	42	0.0	0
 8	 11	 17	96	145	22.7	1.6	64	46	0.0	6
 8	 11	 18	2	2	21.0	1.8	74	49	0.0	6
 8	 11	 19	0	0	20.4	1.9	38	55	0.0	6
 8	 11	 20	0	0	19.7	3.4	63	59	0.0	6
 8	 11	 21	0	0	19.1	3.0	110	62	0.0	6
 8	 11	 22	0	0	18.4	2.1	168	65	0.0	7
 8	 11	 23	0	0	17.8	1.6	114	68	0.0	7
 8	 11	 24	0	0	17.1	1.9	149	71	0.0	7
 9	 11	 1	0	0	16.1	1.1	103	73	0.0	7
 9	 11	 2	0	0	15.2	1.3	139	74	0.0	7
 9	 11	 3	0	0	14.3	1.4	172	78	0.0	7
 9	 11	 4	0	0	13.9	2.2	104	81	0.0	7
 9	 11	 5	0	0	13.4	2.4	227	84	0.0	7
 9	 11	 6	0	0	13.2	2.6	239	91	0.0	8
 9	 11	 7	0	0	13.2	3.0	250	88	0.0	8
 9	 11	 8	30	30	14.1	2.2	322	87	0.0	8
 9	 11	 9	24	24	14.3	2.1	330	89	0.0	8
 9	 11	 10	40	40	14.6	2.1	255	87	0.0	8
 9	 11	 11	53	53	15.0	2.4	245	83	0.0	8
 9	 11	 12	70	70	15.4	3.2	286	85	0.0	8
 9	 11	 13	326	640	20.1	5.0	308	67	0.0	5
 9	 11	 14	185	566	23.2	5.5	205	57	0.0	3
 9	 11	 15	191	466	25.0	5.3	150	52	0.0	4
 9	 11	 16	140	439	26.3	4.0	186	51	0.0	2
 9	 11	 17	103	210	26.1	4.5	118	49	0.0	4
 9	 11	 18	25	25	24.6	5.3	46	55	0.0	4
 9	 11	 19	0	0	23.5	3.6	122	62	0.0	4
 9	 11	 20	0	0	22.4	4.3	66	63	0.0	3
 9	 11	 21	0	0	21.3	3.4	94	69	0.0	3
 9	 11	 22	0	0	20.2	3.0	131	69	0.0	3
 9	 11	 23	0	0	19.1	2.6	120	75	0.0	3
 9	 11	 24	0	0	18.0	2.6	106	77	0.0	2
 10	 11	 1	0	0	16.7	1.9	131	84	0.0	2
 10	 11	 2	0	0	15.5	1.1	182	86	0.0	2
 10	 11	 3	0	0	14.3	1.9	163	90	0.0	2
 10	 11	 4	0	0	13.7	2.8	229	91	0.0	1
 10	 11	 5	0	0	13.1	2.4	316	91	0.0	1
 10	 11	 6	0	0	12.8	1.5	257	92	0.0	1
 10	 11	 7	0	0	12.9	1.9	232	94	0.0	1
 10	 11	 8	37	79	14.7	1.3	152	85	0.0	0
 10	 11	 9	67	257	17.9	1.5	113	77	0.0	0
 10	 11	 10	101	424	21.4	0.9	75	57	0.0	0
 10	 11	 11	136	550	24.6	0.9	61	47	0.0	1
 10	 11	 12	157	629	27.3	2.2	91	42	0.0	1
 10	 11	 13	157	648	29.4	3.4	79	38	0.0	1
 10	 11	 14	125	613	30.8	3.2	151	35	0.0	0
 10	 11	 15	86	517	30.2	2.2	184	34	0.0	0
 10	 11	 16	67	358	30.2	2.2	117	33	0.0	0
 10	 11	 17	94	175	29.7	1.8	134	34	0.0	5
 10	 11	 18	8	8	27.5	1.4	66	40	0.0	5
 10	 11	 19	0	0	26.4	1.3	94	52	0.0	4
 10	 11	 20	0	0	25.2	1.6	121	57	0.0	4
 10	 11	 21	0	0	24.0	1.6	114	61	0.0	4
 10	 11	 22	0	0	22.9	1.8	125	66	0.0	3
 10	 11	 23	0	0	21.7	2.1	76	72	0.0	3
 10	 11	 24	0	0	20.6	3.4	73	77	0.0	3
 11	 11	 1	0	0	19.0	3.2	39	82	0.0	2
 11	 11	 2	0	0	17.5	2.8	170	90	0.0	2
 11	 11	 3	0	0	16.1	3.6	112	93	0.0	2
 11	 11	 4	0	0	15.4	4.0	56	100	0.0	2
 11	 11	 5	0	0	14.8	3.4	58	100	0.0	1
 11	 11	 6	0	0	14.4	3.4	111	100	0.0	1
 11	 11	 7	0	0	14.6	4.0	125	100	0.0	1
 11	 11	 8	37	78	16.3	6.0	69	92	0.0	0
 11	 11	 9	68	252	19.2	7.7	107	76	0.0	0
 11	 11	 10	88	429	22.5	8.0	37	61	0.0	0
 11	 11	 11	108	566	25.7	8.3	108	53	0.0	0
 11	 11	 12	109	658	28.4	8.6	48	43	0.0	0
 11	 11	 13	120	669	30.5	8.6	96	36	0.0	0
 11	 11	 14	109	620	30.2	9.9	163	35	0.0	0
 11	 11	 15	84	515	30.2	9.2	208	34	0.0	0
 11	 11	 16	64	358	30.2	6.6	231	33	0.0	0
 11	 11	 17	92	166	30.8	6.0	245	31	0.0	5
 11	 11	 18	6	6	28.9	6.0	221	34	0.0	5
 11	 11	 19	0	0	27.1	3.8	205	39	0.0	4
 11	 11	 20	0	0	25.4	2.6	247	41	0.0	4
 11	 11	 21	0	0	23.7	2.4	256	41	0.0	4
 11	 11	 22	0	0	22.0	1.5	244	43	0.0	3
 11	 11	 23	0	0	20.3	0.8	251	46	0.0	3
 11	 11	 24	0	0	18.6	1.3	321	49	0.0	3
 12	 11	 1	0	0	16.1	1.1	299	61	0.0	2
 12	 11	 2	0	0	13.5	1.6	305	67	0.0	2
 12	 11	 3	0	0	10.9	2.8	226	76	0.0	2
 12	 11	 4	0	0	9.5	2.1	214	82	0.0	2
 12	 11	 5	0	0	8.1	1.4	218	87	0.0	1
 12	 11	 6	0	0	7.2	0.9	307	87	0.0	1
 12	 11	 7	0	0	7.0	1.3	319	88	0.0	1
 12	 11	 8	38	79	8.8	1.8	222	79	0.0	0
 12	 11	 9	55	263	12.2	1.9	237	65	0.0	0
 12	 11	 10	69	442	15.9	3.2	140	50	0.0	0
 12	 11	 11	80	585	19.4	5.0	235	39	0.0	0
 12	 11	 12	95	664	22.4	4.8	117	31	0.0	0
 12	 11	 13	106	674	24.5	4.3	166	26	0.0	0
 12	 11	 14	94	627	25.8	5.5	159	25	0.0	0
 12	 11	 15	75	519	26.2	5.5	242	25	0.0	0
 12	 11	 16	61	357	25.5	4.8	248	25	0.0	0
 12	 11	 17	92	169	23.5	6.0	170	28	0.0	5
 12	 11	 18	5	5	20.8	6.6	226	33	0.0	5
 12	 11	 19	0	0	18.9	6.6	244	43	0.0	4
 12	 11	 20	0	0	17.0	5.8	191	47	0.0	4
 12	 11	 21	0	0	15.1	6.6	164	49	0.0	4
 12	 11	 22	0	0	13.2	6.6	250	56	0.0	3
 12	 11	 23	0	0	11.3	5.3	141	64	0.0	3
 12	 11	 24	0	0	9.4	5.8	9	72	0.0	3
 13	 11	 1	0	0	8.1	4.0	116	74	0.0	2
 13	 11	 2	0	0	6.9	3.6	148	79	0.0	2
 13	 11	 3	0	0	5.6	4.5	227	79	0.0	2
 13	 11	 4	0	0	4.9	4.0	156	78	0.0	2
 13	 11	 5	0	0	4.3	1.8	162	82	0.0	1
 13	 11	 6	0	0	3.8	1.5	114	86	0.0	1
 13	 11	 7	0	0	3.8	1.8	151	91	0.0	1
 13	 11	 8	30	85	6.0	1.0	57	85	0.0	0
 13	 11	 9	46	285	10.2	1.1	73	73	0.0	0
 13	 11	 10	52	479	14.8	1.9	79	50	0.0	0
 13	 11	 11	62	628	19.1	3.0	28	39	0.0	0
 13	 11	 12	70	715	22.8	3.6	359	31	0.0	0
 13	 11	 13	71	732	25.5	4.0	44	24	0.0	0
 13	 11	 14	66	678	27.2	5.3	18	21	0.0	0
 13	 11	 15	56	558	27.8	6.3	107	22	0.0	0
 13	 11	 16	48	382	27.0	7.7	60	25	0.0	0
 13	 11	 17	96	179	24.8	6.0	140	30	0.0	5
 13	 11	 18	5	5	21.6	5.5	196	37	0.0	5
 13	 11	 19	0	0	20.0	5.8	226	51	0.0	4
 13	 11	 20	0	0	18.4	4.5	216	57	0.0	4
